Designator,Footprint,Quantity,Value,LCSC Part #
C1,0402,1,1uF,
C2,0402,1,100nF,
"C6, C7",0402,2,470pF,
D1,DIODE_MSP3V3,1,MSS2P2-M3/89A,
"J1, J3",HARWIN_M55-6002642R,2,M55-6002642R,
J2,SAMTEC_FTSH-107-01-L-DV-K-A,1,FTSH-107-01-L-DV-K-A,
J4,HARWIN_M55-6001242R,1,M55-6001242R,
J5,USB4110-GF-A_GCT,1,USB4110-GF-A,
J6,HARWIN_M55-6004042R,1,M55-6004042R,
R8,0402,1,2.2k,
U4,MLP14_2P5X2P5_ONS,1,FUSB302BMPX,
