Designator,Mid X,Mid Y,Rotation,Layer
C1,105.594,-84.84,0.0,bottom
C2,105.584,-86.12,0.0,bottom
C6,112.984,-85.02,180.0,bottom
C7,112.984,-83.49,180.0,bottom
D1,112.29,-88.69,270.0,bottom
J1,91.38,-59.17,0.0,top
J2,72.52,-95.625,0.0,bottom
J3,91.28,-87.11,0.0,top
J4,91.38,-48.68,0.0,top
J5,110.65,-95.31,0.0,bottom
J6,91.38,-75.0,0.0,top
R8,105.534,-83.23,0.0,bottom
U4,109.542,-84.2554,90.0,bottom
